id,days_since_signup,days_since_job_created,days_since_client_created,days_since_invoice_created,days_since_quote_created,country,industry,industry_category,added_user_count,accepted_added_user_count,job_count,client_count,invoice_count,quote_count,call_count,chat_count,demo_count,interaction_count,activity_count,note_count,last_nps_score,last_activity_type,days_since_activity_event,custom_field_count,property_custom_field_count,percent_added_users_accepted,job_count_over_client_count,job_count_over_invoice_count,job_count_over_quote_count,client_count_over_job_count,client_count_over_invoice_count,client_count_over_quote_count,invoice_count_over_job_count,invoice_count_over_client_count,invoice_count_over_quote_count,quote_count_over_job_count,quote_count_over_client_count,quote_count_over_invoice_count,days_since_interaction,approx_days_since_any_user_login,mobile_signup,campaign_group,campaign_string,engagement_score,days_since_basic_task_completed,days_since_payment_recieved,days_since_epayments_used,time_sheet_entries_used,users_logged_in,synced_to_quickbooks,phone_number,cancellation_request,account_value,plan_code,annual_plan,renewed
2987,30,7,7,7,7,United States,Window Washing,Cleaning,2,0,32,422,33,8,1,12,1,14,24,1,,31,3,6,5,0.0,0.076,0.97,4.0,13.188,12.788,52.75,1.031,0.078,4.125,0.25,0.019,0.242,3,3,false,Social,linked_by(www.facebook.com),70,11,8,13,true,false,false,true,true,0.0,monthly_59_basicpro,false,false
2988,396,198,198,212,326,United States,Handyman,Other,2,0,114,98,65,31,7,0,0,13,22,1,,2,182,0,0,0.0,1.163,1.754,3.677,0.86,1.508,3.161,0.57,0.663,2.097,0.272,0.316,0.477,182,185,false,Organic Search,organic(google),70,196,212,,false,false,false,true,false,0.0,annual_39_basicpro,true,false
2989,31,14,9,,14,Canada,Other,Other,1,1,1,7,0,2,0,0,2,2,16,1,,31,2,1,0,100.0,0.143,0.0,0.5,7.0,0.0,3.5,0.0,0.0,0.0,2.0,0.286,0.0,8,2,false,Internal,linked_by(secure.getjobber.com),0,,,,false,true,true,true,true,0.0,monthly_59_basicpro,false,false
2990,25,1,1,9,1,United States,Construction & Contracting,Trade,9,9,18,45,4,33,0,2,1,3,14,0,,7,1,1,0,100.0,0.4,4.5,0.545,2.5,11.25,1.364,0.222,0.089,0.121,1.833,0.733,8.25,1,3,false,Direct,direct,40,1,25,,true,true,false,true,false,140.0,monthly_59_basicpro,false,true
2991,588,250,250,241,493,United States,Renovations,Other,2,2,9,10,6,2,3,0,0,9,39,2,,8,17,1,0,100.0,0.9,1.5,4.5,1.111,1.667,5.0,0.667,0.6,3.0,0.222,0.2,0.333,24,17,false,Organic Search,organic(google),70,454,241,,true,true,false,true,true,0.0,jobber_basic_subscription_39,false,false
2992,463,66,66,,,Canada,Other,Other,15,7,60,217,0,0,4,2,1,8,31,2,,31,16,1,0,46.666666666666664,0.276,0.0,0.0,3.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,16,false,Intuit,campaign(intuit_appcenter|try_buy),50,463,,,true,true,false,true,true,0.0,monthly_59_basicpro,false,false
2993,136,63,53,50,67,United States,Security and Alarm,Hi Tech,4,1,73,882,74,4,4,8,1,23,37,5,,1,18,1,0,25.0,0.083,0.986,18.25,12.082,11.919,220.5,1.014,0.084,18.5,0.055,0.005,0.054,18,18,false,Organic Search,organic(google),40,88,49,,true,true,false,true,true,0.0,monthly_59_basicpro,false,false
2994,893,3,9,3,9,United States,Lawn Care & Lawn Maintenance,Green Industry,2,1,447,872,396,438,1,1,0,8,42,0,,61,33,1,0,50.0,0.513,1.129,1.021,1.951,2.202,1.991,0.886,0.454,0.904,0.98,0.502,1.106,46,3,false,Intuit,linked_by(appcenter.intuit.com),"",750,14,,false,false,true,true,false,48.0,jobber_basic_subscription_39,false,true
2995,408,7,84,7,84,Other,Other,Other,1,1,2,431,55,1,2,1,0,9,18,0,,54,157,4,0,100.0,0.005,0.036,2.0,215.5,7.836,431.0,27.5,0.128,55.0,0.5,0.002,0.018,288,8,false,Paid Search,campaign(adwords),40,103,143,,false,true,false,false,false,39.0,annual_39,true,false
2996,487,79,94,60,101,United States,Lawn Care & Lawn Maintenance,Green Industry,7,4,217,100,488,30,4,6,0,17,57,1,,2,2,4,2,57.14285714285714,2.17,0.445,7.233,0.461,0.205,3.333,2.249,4.88,16.267,0.138,0.3,0.061,2,4,false,Organic Search,organic(google),50,38,51,65,true,false,false,true,true,0.0,jobber_basic_subscription_39,false,false
