id,days_since_signup,days_since_job_created,days_since_client_created,days_since_invoice_created,days_since_quote_created,country,industry,industry_category,added_user_count,accepted_added_user_count,job_count,client_count,invoice_count,quote_count,call_count,chat_count,demo_count,interaction_count,activity_count,note_count,last_nps_score,last_activity_type,days_since_activity_event,custom_field_count,property_custom_field_count,percent_added_users_accepted,job_count_over_client_count,job_count_over_invoice_count,job_count_over_quote_count,client_count_over_job_count,client_count_over_invoice_count,client_count_over_quote_count,invoice_count_over_job_count,invoice_count_over_client_count,invoice_count_over_quote_count,quote_count_over_job_count,quote_count_over_client_count,quote_count_over_invoice_count,days_since_interaction,approx_days_since_any_user_login,mobile_signup,campaign_group,campaign_string,engagement_score,days_since_basic_task_completed,days_since_payment_recieved,days_since_epayments_used,time_sheet_entries_used,users_logged_in,synced_to_quickbooks,phone_number,cancellation_request,account_value,plan_code,annual_plan,renewed
1491,42,34,34,,,United States,Lawn Care & Lawn Maintenance,Green Industry,11,2,128,408,0,0,1,0,1,12,18,0,,2,22,4,3,18.181818181818183,0.314,0.0,0.0,3.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,36,false,Paid Search,campaign(adwords),30,,,,false,true,true,true,false,100.0,monthly_59,false,false
1492,132,0,0,,,United States,Residential Cleaning,Cleaning,38,15,735,1003,0,0,2,4,1,14,25,0,7,7,0,5,0,39.473684210526315,0.733,0.0,0.0,1.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,false,Direct,direct,90,8,,,false,false,true,false,false,66.0,annual_39_basicpro,true,true
1493,238,118,85,28,85,Canada,Residential Cleaning,Cleaning,0,0,3,82,38,17,2,0,0,8,20,0,,2,13,2,0,0.0,0.037,0.079,0.176,27.333,2.158,4.824,12.667,0.463,2.235,5.667,0.207,0.447,13,15,false,Internal,linked_by(getjobber.com),30,,28,,false,true,true,false,true,48.0,jobber_basic_subscription_39,false,false
1494,30,22,22,26,30,Canada,Appliance Repair,Other,1,0,7,7,5,1,0,0,1,5,11,1,,32,0,1,0,0.0,1.0,1.4,7.0,1.0,1.4,7.0,0.714,0.714,5.0,0.143,0.143,0.2,9,17,false,Organic Search,organic(google),40,,26,,true,true,false,true,true,0.0,monthly_59,false,false
1495,42,2,2,1,,United States,Residential Cleaning,Cleaning,18,1,202,132,23,0,0,7,1,13,20,0,,7,2,5,1,5.555555555555555,1.53,8.783,0.0,0.653,5.739,0.0,0.114,0.174,0.0,0.0,0.0,0.0,2,2,false,Unknown,-,10,35,1,,false,false,true,true,false,73.0,monthly_59,false,true
36,1009,189,38,51,37,Canada,Electrical Contractor,Trade,1,1,6,54,65,75,0,0,0,8,52,1,,61,43,1,0,100.0,0.111,0.092,0.08,9.0,0.831,0.72,10.833,1.204,0.867,12.5,1.389,1.154,145,38,false,Referral,linked_by(lawnsite.com),"",,106,,false,true,false,false,false,38.0,base_plan_usd,false,true
1496,73,56,56,55,,United States,Fence or Gate Services,Other,2,0,24,863,6,0,0,0,2,9,15,0,,50,13,0,0,0.0,0.028,4.0,0.0,35.958,143.833,0.0,0.25,0.007,0.0,0.0,0.0,0.0,30,52,false,Intuit,campaign(intuit_appcenter|try_buy),70,,52,,false,false,true,true,false,77.0,monthly_59,false,false
1497,92,58,58,72,,Other,Plumbing,Trade,7,1,29,186,2,0,0,0,0,5,17,0,,2,15,2,0,14.285714285714285,0.156,14.5,0.0,6.414,93.0,0.0,0.069,0.011,0.0,0.0,0.0,0.0,15,16,false,Paid Search,campaign(adwords),50,92,64,,false,false,false,false,true,68.0,monthly_59,false,false
1498,492,205,205,162,213,United States,Other,Other,11,3,4,8,2,3,1,0,0,11,27,1,,31,0,17,13,27.27272727272727,0.5,2.0,1.333,2.0,4.0,2.667,0.5,0.25,0.667,0.75,0.375,1.5,224,0,false,Organic Search,organic(google),30,260,205,,false,false,false,true,true,39.0,jobber_basic_subscription_39,false,false
1499,426,108,99,107,105,United States,Renovations,Other,2,2,61,223,74,104,4,0,2,16,36,0,,2,28,8,0,100.0,0.274,0.824,0.587,3.656,3.014,2.144,1.213,0.332,0.712,1.705,0.466,1.405,28,28,false,Paid Search,campaign(adwords),"",111,107,143,false,true,false,false,true,39.0,jobber_basic_subscription_39,false,false
