id,days_since_signup,days_since_job_created,days_since_client_created,days_since_invoice_created,days_since_quote_created,country,industry,industry_category,added_user_count,accepted_added_user_count,job_count,client_count,invoice_count,quote_count,call_count,chat_count,demo_count,interaction_count,activity_count,note_count,last_nps_score,last_activity_type,days_since_activity_event,custom_field_count,property_custom_field_count,percent_added_users_accepted,job_count_over_client_count,job_count_over_invoice_count,job_count_over_quote_count,client_count_over_job_count,client_count_over_invoice_count,client_count_over_quote_count,invoice_count_over_job_count,invoice_count_over_client_count,invoice_count_over_quote_count,quote_count_over_job_count,quote_count_over_client_count,quote_count_over_invoice_count,days_since_interaction,approx_days_since_any_user_login,mobile_signup,campaign_group,campaign_string,engagement_score,days_since_basic_task_completed,days_since_payment_recieved,days_since_epayments_used,time_sheet_entries_used,users_logged_in,synced_to_quickbooks,phone_number,cancellation_request,account_value,plan_code,annual_plan,year,month,renewed
2,367,1,3,0,21,United States,HVAC,Trade,3,3,111,377,135,21,2,0,0,9,22,1,nan,61,42,1,0,100,0.294,0.822,5.286,3.396,2.793,17.952,1.216,0.358,6.429,0.189,0.056,0.156,42,4,FALSE,Organic Search,organic(google),,29,0,nan,FALSE,TRUE,TRUE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2014,10,TRUE
1963,791,118,70,3,54,Canada,Pool and Spa Service,Other,4,4,416,554,2309,75,2,0,1,19,56,0,9,61,36,24,13,100,0.751,0.18,5.547,1.332,0.24,7.387,5.55,4.168,30.787,0.18,0.135,0.032,66,3,FALSE,Paid Listing,campaign(getapp|get_app),120,78,3,3,TRUE,TRUE,TRUE,TRUE,FALSE,44,jobber_basic_subscription_39,FALSE,2016,4,TRUE
1109,376,2,2,12,2,United States,Flooring Service,Other,1,0,163,369,45,292,0,0,0,7,24,0,nan,61,42,2,0,0,0.442,3.622,0.558,2.264,8.2,1.264,0.276,0.122,0.154,1.791,0.791,6.489,255,5,FALSE,Unknown,-,,12,12,nan,FALSE,FALSE,TRUE,TRUE,FALSE,57,jobber_basic_subscription_39,FALSE,2015,5,TRUE
1803,103,51,51,nan,nan,United States,Other - Bad Fit,Bad Fit,51,8,4,4,0,0,2,10,0,14,24,0,nan,61,39,11,0,15.68627451,1,0,0,1,0,0,0,0,0,0,0,0,50,9,FALSE,Paid Listing,campaign(capterra|capterra_field_service_management),80,101,nan,nan,TRUE,FALSE,FALSE,TRUE,FALSE,64,monthly_59,FALSE,2015,11,TRUE
813,1024,1,1,1,1,Canada,Lawn Care & Lawn Maintenance,Green Industry,5,0,225,234,514,273,13,12,4,39,80,1,9,1,2,2,1,0,0.962,0.438,0.824,1.04,0.455,0.857,2.284,2.197,1.883,1.213,1.167,0.531,2,2,FALSE,Paid Search,campaign(adwords),,284,1,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2016,4,TRUE
1891,591,0,5,5,11,Canada,Pest Control,Other,1,0,170,192,155,133,0,0,0,6,31,1,nan,11,6,2,0,0,0.885,1.097,1.278,1.129,1.239,1.444,0.912,0.807,1.165,0.782,0.693,0.858,516,0,FALSE,Organic Search,organic(google),,0,0,nan,FALSE,TRUE,TRUE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2015,11,TRUE
185,219,113,113,nan,nan,United States,Other,Other,4,3,69,83,0,0,0,0,0,11,26,1,nan,61,41,0,0,75,0.831,0,0,1.203,0,0,0,0,0,0,0,0,114,107,FALSE,Intuit,campaign(intuit_appcenter|try_buy),60,204,nan,nan,TRUE,TRUE,TRUE,FALSE,FALSE,89,jobber_basic_subscription_39,FALSE,2015,3,FALSE
3294,256,39,39,29,152,United States,Residential Cleaning,Cleaning,7,1,97,69,129,24,4,18,0,26,44,1,nan,0,27,3,0,14.28571429,1.406,0.752,4.042,0.711,0.535,2.875,1.33,1.87,5.375,0.247,0.348,0.186,29,29,FALSE,Paid Listing,campaign(capterra|capterra_maid_services),10,42,28,nan,FALSE,FALSE,FALSE,TRUE,FALSE,68,monthly_59_basicpro,FALSE,2016,8,FALSE
1906,276,267,2,229,219,United States,HVAC,Trade,10,6,1,1555,4,2,3,0,1,13,40,6,nan,61,43,34,0,60,0.001,0.25,0.5,1555,388.75,777.5,4,0.003,2,2,0.001,0.5,242,4,FALSE,Paid Search,campaign(adwords),40,148,204,nan,FALSE,TRUE,FALSE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2016,1,TRUE
539,108,87,99,102,89,Other,Renovations,Other,2,0,8,5,4,6,1,0,0,7,16,0,nan,50,28,3,0,0,1.6,2,1.333,0.625,1.25,0.833,0.5,0.8,0.667,0.75,1.2,1.5,32,75,FALSE,Internal,linked_by(secure.getjobber.com),100,108,104,nan,TRUE,FALSE,TRUE,TRUE,FALSE,53,jobber_basic_subscription_39,FALSE,2015,1,FALSE
1435,134,1,6,2,24,United States,HVAC,Trade,2,2,97,26,96,7,2,0,1,4,14,0,nan,61,43,2,0,100,3.731,1.01,13.857,0.268,0.271,3.714,0.99,3.692,13.714,0.072,0.269,0.073,121,5,FALSE,Organic Search,organic(google),50,13,2,nan,TRUE,FALSE,TRUE,TRUE,FALSE,62,jobber_basic_subscription_39,FALSE,2015,8,TRUE
515,554,7,18,6,19,United States,Lawn Care & Lawn Maintenance,Green Industry,4,3,91,269,896,114,0,0,1,12,38,0,nan,61,43,8,3,75,0.338,0.102,0.798,2.956,0.3,2.36,9.846,3.331,7.86,1.253,0.424,0.127,148,8,FALSE,Paid Listing,campaign(capterra|capterra_landscape),110,nan,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,44,jobber_basic_subscription_39,FALSE,2015,8,TRUE
769,269,114,178,nan,nan,United States,Other,Other,1,1,186,491,0,0,0,0,0,6,15,0,nan,52,29,0,0,100,0.379,0,0,2.64,0,0,0,0,0,0,0,0,144,4,FALSE,Unknown,-,,268,nan,nan,FALSE,TRUE,TRUE,FALSE,FALSE,48,jobber_basic_subscription_39,FALSE,2015,3,TRUE
2537,164,119,71,55,71,Other,Construction & Contracting,Trade,1,1,2,13,8,11,0,6,0,6,16,0,nan,61,43,1,0,100,0.154,0.25,0.182,6.5,1.625,1.182,4,0.615,0.727,5.5,0.846,1.375,64,55,FALSE,Organic Search,organic(google),10,nan,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,59,monthly_59_basicpro,FALSE,2016,4,FALSE
1873,710,0,0,nan,nan,Canada,Lawn Care & Lawn Maintenance,Green Industry,8,8,485,200,0,0,0,0,0,0,23,1,nan,61,10,11,7,100,2.425,0,0,0.412,0,0,0,0,0,0,0,0,nan,1,FALSE,Direct,direct,10,119,nan,nan,TRUE,TRUE,FALSE,FALSE,FALSE,118,monthly_59,FALSE,2016,6,TRUE
199,196,28,7,13,24,United States,Lawn Care & Lawn Maintenance,Green Industry,1,0,77,75,138,31,0,0,0,10,18,0,8,2,34,4,3,0,1.027,0.558,2.484,0.974,0.543,2.419,1.792,1.84,4.452,0.403,0.413,0.225,34,7,FALSE,Organic Search,organic(google),,56,13,31,FALSE,FALSE,TRUE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2014,10,TRUE
850,271,2,3,1,3,United States,Lawn Care & Lawn Maintenance,Green Industry,1,1,41,64,69,11,0,0,0,13,32,0,7,2,0,14,11,100,0.641,0.594,3.727,1.561,0.928,5.818,1.683,1.078,6.273,0.268,0.172,0.159,0,7,TRUE,Organic Search,organic(google),90,5,2,2,TRUE,TRUE,TRUE,TRUE,FALSE,53,jobber_basic_subscription_39,FALSE,2015,5,TRUE
985,461,nan,307,nan,nan,United States,Other,Other,2,1,0,57,0,0,0,0,0,3,20,0,nan,54,41,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,307,291,FALSE,Video,linked_by(youtube.com),,461,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2015,5,FALSE
323,256,1,1,nan,nan,Other,Window Washing,Cleaning,5,5,843,776,0,0,0,0,1,17,29,0,8,61,43,2,1,100,1.086,0,0,0.921,0,0,0,0,0,0,0,0,110,2,FALSE,Direct,direct,,11,nan,nan,TRUE,TRUE,TRUE,FALSE,FALSE,107,jobber_basic_subscription_39,FALSE,2014,11,TRUE
1212,235,2,2,3,2,Other,Window Washing,Cleaning,4,4,1225,1142,2980,276,1,0,0,10,25,0,10,61,73,1,0,100,1.073,0.411,4.438,0.932,0.383,4.138,2.433,2.609,10.797,0.225,0.242,0.093,200,6,FALSE,Paid Search,campaign(adwords),80,216,11,nan,TRUE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,6,TRUE
797,467,4,3,4,74,United States,Residential Cleaning,Cleaning,40,8,1144,1039,3480,22,4,0,3,17,42,0,8,61,43,26,4,20,1.101,0.329,52,0.908,0.299,47.227,3.042,3.349,158.182,0.019,0.021,0.006,69,0,FALSE,Unknown,-,,0,4,50,TRUE,FALSE,TRUE,TRUE,FALSE,103,jobber_basic_subscription_39,FALSE,2015,9,TRUE
801,602,21,7,18,7,United States,Lawn Care & Lawn Maintenance,Green Industry,2,2,119,176,490,153,6,0,1,14,38,1,nan,61,42,4,3,100,0.676,0.243,0.778,1.479,0.359,1.15,4.118,2.784,3.203,1.286,0.869,0.312,186,7,FALSE,Internal,linked_by(octopusapp.com),,62,11,nan,TRUE,TRUE,TRUE,TRUE,FALSE,53,jobber_basic_subscription_39,FALSE,2015,5,TRUE
678,928,5,11,3,24,United States,Lawn Care & Lawn Maintenance,Green Industry,0,0,154,68,1080,46,6,0,0,10,45,1,nan,61,42,8,3,0,2.265,0.143,3.348,0.442,0.063,1.478,7.013,15.882,23.478,0.299,0.676,0.043,185,1,FALSE,Organic Search,organic(google),,912,3,nan,FALSE,TRUE,FALSE,TRUE,FALSE,29,base_plan_usd,FALSE,2015,10,TRUE
1711,346,115,104,104,118,United States,Plumbing,Trade,3,2,72,53,70,4,2,0,0,7,26,0,nan,61,37,5,0,66.66666667,1.358,1.029,18,0.736,0.757,13.25,0.972,1.321,17.5,0.056,0.075,0.057,283,72,FALSE,Organic Search,organic(yahoo),70,nan,104,nan,FALSE,TRUE,FALSE,TRUE,FALSE,57,jobber_basic_subscription_39,FALSE,2015,10,FALSE
1268,261,254,244,244,232,United States,Electrical Contractor,Trade,1,1,4,50,2,4,1,0,0,6,19,0,nan,61,43,1,0,100,0.08,2,1,12.5,25,12.5,0.5,0.04,0.5,1,0.08,2,93,132,FALSE,Intuit,campaign(intuit_appcenter|try_buy),60,nan,261,nan,FALSE,TRUE,TRUE,FALSE,FALSE,48,jobber_basic_subscription_39,FALSE,2015,7,FALSE
1075,72,43,31,23,31,Canada,Snow Removal,Other,0,0,2,4,3,4,2,0,0,3,11,0,nan,50,22,1,0,0,0.5,0.667,0.5,2,1.333,1,1.5,0.75,0.75,2,1,1.333,40,12,FALSE,Direct,direct,30,52,17,nan,FALSE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,5,TRUE
2790,61,15,15,nan,15,United States,Residential Cleaning,Cleaning,6,0,2,5,0,4,1,0,0,2,8,0,nan,31,37,32,0,0,0.4,0,0.5,2.5,0,1.25,0,0,0,2,0.8,0,37,9,FALSE,Unknown,-,0,nan,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,0,monthly_59_basicpro,FALSE,2016,6,FALSE
194,939,141,42,32,68,United States,Lawn Care & Lawn Maintenance,Green Industry,2,2,138,70,146,26,0,0,0,6,48,1,nan,24,42,1,0,100,1.971,0.945,5.308,0.507,0.479,2.692,1.058,2.086,5.615,0.188,0.371,0.178,45,23,FALSE,Organic Search,organic(google),140,116,42,151,TRUE,TRUE,TRUE,TRUE,FALSE,58,jobber_basic_subscription_39,FALSE,2016,6,FALSE
2076,257,19,100,10,57,United States,Lawn Care & Lawn Maintenance,Green Industry,9,3,50,33,80,9,5,0,0,10,28,0,nan,54,1,10,2,33.33333333,1.515,0.625,5.556,0.66,0.413,3.667,1.6,2.424,8.889,0.18,0.273,0.113,195,5,FALSE,Paid Listing,campaign(capterra|capterra_landscape),90,28,8,56,TRUE,FALSE,TRUE,TRUE,FALSE,49,jobber_basic_subscription_39,FALSE,2016,1,TRUE
1044,74,0,0,1,0,Other,Renovations,Other,8,3,36,56,25,36,1,0,0,11,20,0,nan,61,20,3,0,37.5,0.643,1.44,1,1.556,2.24,1.556,0.694,0.446,0.694,1,0.643,1.44,21,0,FALSE,Organic Search,organic(google),70,0,0,nan,TRUE,FALSE,FALSE,FALSE,FALSE,71,jobber_basic_subscription_39,FALSE,2015,5,TRUE
1529,315,41,0,71,0,United States,Pest Control,Other,10,10,84,333,62,151,2,0,1,8,30,1,nan,61,43,4,0,100,0.252,1.355,0.556,3.964,5.371,2.205,0.738,0.186,0.411,1.798,0.453,2.435,253,1,TRUE,Unknown,-,30,41,105,nan,TRUE,TRUE,TRUE,TRUE,FALSE,60,jobber_basic_subscription_39,FALSE,2015,9,TRUE
956,224,202,187,190,29,Canada,Other,Other,6,1,1,3,1,7,0,0,1,8,21,0,nan,61,43,0,0,16.66666667,0.333,1,0.143,3,3,0.429,1,0.333,0.143,7,2.333,7,177,29,FALSE,Paid Search,campaign(adwords),10,190,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,4,FALSE
295,422,204,199,193,204,United States,Lawn Care & Lawn Maintenance,Green Industry,1,0,74,68,291,75,0,0,0,8,22,0,nan,54,58,4,3,0,1.088,0.254,0.987,0.919,0.234,0.907,3.932,4.279,3.88,1.014,1.103,0.258,182,22,FALSE,Organic Search,linked_by(r.search.yahoo.com),,388,193,nan,FALSE,TRUE,TRUE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,5,FALSE
2068,72,38,44,10,42,Other,Electrical Contractor,Trade,1,1,113,29,31,12,0,8,0,8,16,0,nan,32,0,2,0,100,3.897,3.645,9.417,0.257,0.935,2.417,0.274,1.069,2.583,0.106,0.414,0.387,4,4,FALSE,Paid Search,campaign(adwords|null|null),80,37,25,nan,TRUE,TRUE,FALSE,TRUE,FALSE,0,monthly_59_basicpro,FALSE,2016,1,TRUE
3291,89,13,1,16,1,United States,Lawn Care & Lawn Maintenance,Green Industry,3,1,75,99,60,13,11,1,1,17,29,1,nan,7,36,4,3,33.33333333,0.758,1.25,5.769,1.32,1.65,7.615,0.8,0.606,4.615,0.173,0.131,0.217,36,0,FALSE,Direct,direct,0,nan,13,nan,TRUE,FALSE,TRUE,TRUE,FALSE,77,monthly_59_basicpro,FALSE,2016,8,TRUE
1896,377,1,7,1,7,United States,Residential Cleaning,Cleaning,9,6,50,33,140,34,6,0,0,13,39,1,10,8,6,0,0,66.66666667,1.515,0.357,1.471,0.66,0.236,0.971,2.8,4.242,4.118,0.68,1.03,0.243,287,2,FALSE,Free Listing,linked_by(www.capterra.com),50,6,12,27,TRUE,FALSE,FALSE,TRUE,FALSE,58,jobber_basic_subscription_39,FALSE,2015,12,TRUE
1102,828,202,33,2,274,United States,Mechanical Service,Trade,1,1,33,2033,224,6,3,0,0,9,38,1,nan,56,9,2,0,100,0.016,0.147,5.5,61.606,9.076,338.833,6.788,0.11,37.333,0.182,0.003,0.027,191,2,FALSE,Direct,direct,100,482,16,19,FALSE,TRUE,FALSE,TRUE,FALSE,44,jobber_basic_subscription_39,FALSE,2016,8,FALSE
2268,42,1,0,0,1,Canada,Construction & Contracting,Trade,1,1,19,16,16,24,8,4,0,14,22,0,nan,1,8,0,0,100,1.188,1.188,0.792,0.842,1,0.667,0.842,1,0.667,1.263,1.5,1.5,8,3,FALSE,Organic Search,organic(google),90,10,10,nan,TRUE,TRUE,FALSE,FALSE,FALSE,59,monthly_59_basicpro,FALSE,2016,2,TRUE
250,92,6,2,6,2,United States,HVAC,Trade,7,6,21,890,15,74,4,0,0,8,15,0,nan,61,1,0,0,85.71428571,0.024,1.4,0.284,42.381,59.333,12.027,0.714,0.017,0.203,3.524,0.083,4.933,57,4,FALSE,Organic Search,organic(google),,56,9,nan,FALSE,TRUE,TRUE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2014,10,TRUE
1271,377,26,27,68,nan,United States,Lawn Care & Lawn Maintenance,Green Industry,4,1,141,90,63,0,0,0,1,11,27,0,nan,61,43,5,3,25,1.567,2.238,0,0.638,1.429,0,0.447,0.7,0,0,0,0,308,29,FALSE,Organic Search,organic(google),,nan,69,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,7,FALSE
800,71,7,10,4,nan,United States,Junk Removal,Other,0,0,958,970,1492,0,7,0,0,12,17,0,nan,2,30,1,0,0,0.988,0.642,0,1.013,0.65,0,1.557,1.538,0,0,0,0,30,3,FALSE,Paid Search,campaign(adwords),70,10,7,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,3,TRUE
1252,254,18,7,18,6,Other,Other,Other,5,2,65,155,66,143,1,0,0,4,23,1,nan,54,6,16,8,40,0.419,0.985,0.455,2.385,2.348,1.084,1.015,0.426,0.462,2.2,0.923,2.167,215,0,FALSE,Internal,linked_by(secure.getjobber.com),60,25,32,nan,TRUE,TRUE,FALSE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2015,7,FALSE
2612,520,31,85,68,83,United States,Other,Other,17,4,78,112,91,18,1,5,0,8,20,1,nan,25,36,2,0,23.52941176,0.696,0.857,4.333,1.436,1.231,6.222,1.167,0.813,5.056,0.231,0.161,0.198,43,7,FALSE,Intuit,campaign(intuit_appcenter|try_buy),110,519,68,nan,TRUE,FALSE,TRUE,FALSE,FALSE,68,monthly_59_basicpro,FALSE,2016,6,FALSE
1195,346,19,27,19,nan,Other,Residential Cleaning,Cleaning,0,0,22,9,23,0,0,0,0,11,26,0,nan,61,33,1,0,0,2.444,0.957,0,0.409,0.391,0,1.045,2.556,0,0,0,0,273,13,FALSE,Paid Search,campaign(adwords),,nan,83,nan,FALSE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,6,FALSE
1023,153,118,118,118,nan,United States,Construction & Contracting,Trade,13,0,1,75,1,0,1,0,0,4,15,1,nan,61,42,13,0,0,0.013,1,0,75,75,0,1,0.013,0,0,0,0,92,111,FALSE,Direct,direct,0,nan,nan,nan,TRUE,FALSE,FALSE,FALSE,FALSE,161,jobber_basic_subscription_39,FALSE,2015,5,FALSE
960,254,0,0,51,146,United States,Computers & IT,Hi Tech,27,5,647,606,288,2,0,0,2,7,23,1,nan,54,26,13,0,18.51851852,1.068,2.247,323.5,0.937,2.104,303,0.445,0.475,144,0.003,0.003,0.007,148,4,FALSE,Intuit,campaign(intuit_appcenter|try_buy),,41,56,nan,TRUE,TRUE,TRUE,FALSE,FALSE,84,jobber_basic_subscription_39,FALSE,2015,4,TRUE
1340,103,40,39,40,67,United States,Lawn Care & Lawn Maintenance,Green Industry,1,0,50,51,19,2,3,0,1,14,25,0,nan,61,42,4,3,0,0.98,2.632,25,1.02,2.684,25.5,0.38,0.373,9.5,0.04,0.039,0.105,61,3,FALSE,Organic Search,organic(google),40,nan,40,42,FALSE,FALSE,FALSE,FALSE,FALSE,44,jobber_basic_subscription_39,FALSE,2015,7,FALSE
2550,612,4,4,6,522,United States,Residential Cleaning,Cleaning,6,1,139,104,200,2,0,0,0,7,30,0,nan,61,38,2,0,16.66666667,1.337,0.695,69.5,0.748,0.52,52,1.439,1.923,100,0.014,0.019,0.01,487,6,FALSE,Internal,linked_by(secure.getjobber.com),30,102,17,534,FALSE,FALSE,TRUE,FALSE,FALSE,48,jobber_basic_subscription_39,FALSE,2016,4,TRUE
172,560,279,298,nan,nan,United States,Mechanical Service,Trade,1,1,70,158,0,0,3,0,1,6,27,1,nan,61,42,2,0,100,0.443,0,0,2.257,0,0,0,0,0,0,0,0,373,15,FALSE,Direct,direct,,348,nan,nan,FALSE,TRUE,FALSE,TRUE,FALSE,47,base_plan_usd,FALSE,2014,10,FALSE
256,1517,325,359,397,274,United States,Lawn Care & Lawn Maintenance,Green Industry,10,3,4136,1466,4611,443,5,0,0,14,72,1,nan,61,74,4,2,30,2.821,0.897,9.336,0.354,0.318,3.309,1.115,3.145,10.409,0.107,0.302,0.096,307,12,FALSE,Direct,direct,,658,251,nan,TRUE,TRUE,TRUE,FALSE,FALSE,32,base_plan_usd,FALSE,2016,2,FALSE
257,290,12,17,1,9,United States,Lawn Care & Lawn Maintenance,Green Industry,1,0,230,514,628,175,1,0,1,23,34,0,nan,61,42,4,3,0,0.447,0.366,1.314,2.235,0.818,2.937,2.73,1.222,3.589,0.761,0.34,0.279,149,4,FALSE,Organic Search,organic(bing),,218,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,44,jobber_basic_subscription_39,FALSE,2014,10,TRUE
114,686,10,10,nan,nan,United States,Residential Cleaning,Cleaning,10,10,28,28,0,0,6,0,0,20,50,3,10,30,17,3,0,100,1,0,0,1,0,0,0,0,0,0,0,0,248,3,FALSE,Paid Search,campaign(adwords),,25,nan,nan,TRUE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,8,TRUE
1523,255,124,120,115,136,United States,Pest Control,Other,2,2,345,344,316,12,1,12,0,17,39,2,nan,54,19,6,0,100,1.003,1.092,28.75,0.997,1.089,28.667,0.916,0.919,26.333,0.035,0.035,0.038,51,41,FALSE,Direct,direct,90,163,119,131,TRUE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2016,4,FALSE
2220,317,143,150,79,283,United States,Lawn Care & Lawn Maintenance,Green Industry,3,1,132,208,580,1,3,1,1,12,30,0,nan,61,43,5,3,33.33333333,0.635,0.228,132,1.576,0.359,208,4.394,2.788,580,0.008,0.005,0.002,156,25,FALSE,Organic Search,organic(google),90,311,56,56,FALSE,FALSE,TRUE,TRUE,FALSE,44,jobber_basic_subscription_39,FALSE,2016,2,FALSE
1272,42,13,12,29,nan,United States,Residential Cleaning,Cleaning,10,0,13,176,1,0,0,0,1,5,14,0,nan,2,9,4,1,0,0.074,13,0,13.538,176,0,0.077,0.006,0,0,0,0,9,14,FALSE,Paid Search,campaign(adwords),40,22,29,nan,FALSE,TRUE,FALSE,FALSE,FALSE,73,monthly_59,FALSE,2015,7,FALSE
124,390,39,39,11,nan,United States,Lawn Care & Lawn Maintenance,Green Industry,2,1,135,124,879,0,3,0,0,6,21,0,nan,52,23,6,3,50,1.089,0.154,0,0.919,0.141,0,6.511,7.089,0,0,0,0,69,6,FALSE,Direct,direct,,11,39,nan,TRUE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2014,12,FALSE
2024,915,5,13,10,203,Canada,Residential Cleaning,Cleaning,19,2,520,272,281,4,12,0,0,28,67,2,10,61,37,11,1,10.52631579,1.912,1.851,130,0.523,0.968,68,0.54,1.033,70.25,0.008,0.015,0.014,221,7,FALSE,Unknown,-,,56,10,nan,TRUE,FALSE,FALSE,TRUE,FALSE,29,base_plan_usd,FALSE,2015,12,TRUE
342,121,nan,nan,nan,nan,United States,Snow Removal,Other,1,1,0,0,0,0,1,0,0,9,17,0,nan,1,28,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,28,6,FALSE,Organic Search,organic(google),60,102,nan,nan,FALSE,FALSE,FALSE,FALSE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,2,FALSE
2833,42,42,42,42,nan,United States,Lawn Care & Lawn Maintenance,Green Industry,0,0,2,1,1,0,0,0,0,0,5,0,nan,21,41,0,0,0,2,2,0,0.5,1,0,0.5,1,0,0,0,0,nan,42,TRUE,Organic Search,organic(google),40,nan,42,nan,FALSE,TRUE,FALSE,TRUE,FALSE,59,monthly_59_basicpro,FALSE,2016,6,FALSE
1704,802,132,0,0,23,Other,Lawn Care & Lawn Maintenance,Green Industry,5,0,38,239,1449,129,2,0,0,8,39,1,nan,61,42,3,0,0,0.159,0.026,0.295,6.289,0.165,1.853,38.132,6.063,11.233,3.395,0.54,0.089,512,2,FALSE,Direct,direct,,5,8,nan,FALSE,FALSE,FALSE,TRUE,FALSE,29,base_plan_usd,FALSE,2015,10,TRUE
383,588,1,0,12,0,Other,Residential Cleaning,Cleaning,3,3,72,174,12,176,3,0,0,15,22,1,nan,2,27,7,2,100,0.414,6,0.409,2.417,14.5,0.989,0.167,0.069,0.068,2.444,1.011,14.667,27,1,FALSE,Organic Search,organic(google),,6,32,nan,TRUE,FALSE,FALSE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2014,11,TRUE
1602,73,nan,1,19,1,United States,Residential Cleaning,Cleaning,0,0,0,69,37,4,4,0,1,15,24,2,nan,2,7,1,0,0,0,0,0,0,1.865,17.25,0,0.536,9.25,0,0.058,0.108,7,1,FALSE,Organic Search,organic(bing),30,nan,26,nan,FALSE,FALSE,FALSE,FALSE,FALSE,39,annual_39_basicpro,TRUE,2015,9,TRUE
807,299,191,19,5,99,United States,Lawn Care & Lawn Maintenance,Green Industry,1,0,124,135,377,3,3,0,0,20,40,1,4,61,33,5,3,0,0.919,0.329,41.333,1.089,0.358,45,3.04,2.793,125.667,0.024,0.022,0.008,33,8,FALSE,Organic Search,organic(google),70,299,5,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,7,TRUE
162,479,204,2,2,258,United States,Arborist / Tree Care,Green Industry,1,1,2,63,130,20,2,0,0,7,29,1,nan,61,43,0,0,100,0.032,0.015,0.1,31.5,0.485,3.15,65,2.063,6.5,10,0.317,0.154,108,2,FALSE,Paid Listing,campaign(getapp|get_app),90,433,2,2,FALSE,TRUE,FALSE,TRUE,FALSE,44,jobber_basic_subscription_39,FALSE,2015,1,TRUE
627,164,13,13,13,29,United States,HVAC,Trade,0,0,10,14,10,9,0,0,0,5,13,0,nan,61,43,1,0,0,0.714,1,1.111,1.4,1.4,1.556,1,0.714,1.111,0.9,0.643,0.9,112,14,FALSE,Paid Search,campaign(bingads|bingads),,nan,nan,nan,FALSE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,1,FALSE
3303,408,189,29,5,330,United States,Lawn Care & Lawn Maintenance,Green Industry,0,0,22,29,131,2,0,0,0,3,13,1,nan,54,182,4,3,0,0.759,0.168,11,1.318,0.221,14.5,5.955,4.517,65.5,0.091,0.069,0.015,374,2,FALSE,Direct,direct,30,407,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,44,annual_39_basicpro,TRUE,2016,8,TRUE
1874,595,177,128,128,183,Other,Mechanical Service,Trade,4,2,45,24,40,16,0,0,0,8,34,1,10,61,43,2,0,50,1.875,1.125,2.813,0.533,0.6,1.5,0.889,1.667,2.5,0.356,0.667,0.4,489,128,FALSE,Organic Search,organic(google),,575,177,nan,FALSE,TRUE,FALSE,TRUE,FALSE,57,jobber_basic_subscription_39,FALSE,2015,11,FALSE
149,278,6,3,9,3,United States,Electrical Contractor,Trade,0,0,96,127,128,52,0,0,0,7,20,0,nan,52,1,0,0,0,0.756,0.75,1.846,1.323,0.992,2.442,1.333,1.008,2.462,0.542,0.409,0.406,130,6,FALSE,Direct,direct,,117,9,nan,FALSE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2014,11,TRUE
1621,711,164,170,148,88,United States,Lawn Care & Lawn Maintenance,Green Industry,2,1,405,136,760,15,3,0,2,19,48,1,nan,61,43,2,0,50,2.978,0.533,27,0.336,0.179,9.067,1.877,5.588,50.667,0.037,0.11,0.02,487,5,TRUE,Organic Search,organic(google),,270,53,146,TRUE,TRUE,TRUE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,9,FALSE
