id,days_since_signup,days_since_job_created,days_since_client_created,days_since_invoice_created,days_since_quote_created,country,industry,industry_category,added_user_count,accepted_added_user_count,job_count,client_count,invoice_count,quote_count,call_count,chat_count,demo_count,interaction_count,activity_count,note_count,last_nps_score,last_activity_type,days_since_activity_event,custom_field_count,property_custom_field_count,percent_added_users_accepted,job_count_over_client_count,job_count_over_invoice_count,job_count_over_quote_count,client_count_over_job_count,client_count_over_invoice_count,client_count_over_quote_count,invoice_count_over_job_count,invoice_count_over_client_count,invoice_count_over_quote_count,quote_count_over_job_count,quote_count_over_client_count,quote_count_over_invoice_count,days_since_interaction,approx_days_since_any_user_login,mobile_signup,campaign_group,campaign_string,engagement_score,days_since_basic_task_completed,days_since_payment_recieved,days_since_epayments_used,time_sheet_entries_used,users_logged_in,synced_to_quickbooks,phone_number,cancellation_request,account_value,plan_code,annual_plan,year,month,renewed
198,295,nan,2,nan,nan,United States,Plumbing,Trade,13,1,0,310,0,0,0,0,0,8,23,0,nan,61,43,0,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,205,0,FALSE,Paid Search,campaign(adwords),,39,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,2,TRUE
2577,1505,46,18,24,10,United States,Lawn Care & Lawn Maintenance,Green Industry,2,0,334,162,1101,96,2,1,0,11,64,1,nan,61,43,10,8,0,2.062,0.303,3.479,0.485,0.147,1.688,3.296,6.796,11.469,0.287,0.593,0.087,86,3,FALSE,Referral,linked_by(lawnsite.com),,354,8,8,TRUE,FALSE,FALSE,TRUE,FALSE,34,base_plan_usd,FALSE,2016,4,TRUE
1480,512,1,1,447,405,United States,Plumbing,Trade,43,21,1872,3833,80,7,2,0,0,13,40,1,nan,61,43,2,0,48.8372093,0.488,23.4,267.429,2.048,47.913,547.571,0.043,0.021,11.429,0.004,0.002,0.088,462,1,FALSE,Paid Search,campaign(adwords),,6,358,nan,TRUE,FALSE,TRUE,TRUE,FALSE,179,jobber_basic_subscription_39,FALSE,2016,1,TRUE
2957,42,nan,42,nan,nan,United States,Landscaping Contractor,Green Industry,1,1,0,188,0,0,0,1,0,1,6,0,nan,21,42,3,2,100,0,0,0,0,0,0,0,0,0,0,0,0,42,42,FALSE,Direct,direct,40,42,nan,nan,FALSE,TRUE,TRUE,TRUE,FALSE,85,monthly_59_basicpro,FALSE,2016,6,FALSE
517,591,10,11,20,24,United States,Roofing Service,Other,28,24,641,3016,385,593,19,0,3,63,96,2,nan,0,3,19,7,85.71428571,0.213,1.665,1.081,4.705,7.834,5.086,0.601,0.128,0.649,0.925,0.197,1.54,92,2,FALSE,Paid Search,campaign(adwords),,4,248,nan,TRUE,TRUE,TRUE,TRUE,FALSE,101,base_plan_usd,FALSE,2014,12,TRUE
20,756,94,60,44,94,United States,Arborist / Tree Care,Green Industry,0,0,35,79,77,55,1,0,0,4,33,1,nan,61,40,3,2,0,0.443,0.455,0.636,2.257,1.026,1.436,2.2,0.975,1.4,1.571,0.696,0.714,296,44,FALSE,Direct,direct,,nan,113,nan,FALSE,TRUE,FALSE,TRUE,FALSE,29,base_plan_usd,FALSE,2015,3,FALSE
3376,42,nan,34,nan,33,United States,Residential Cleaning,Cleaning,1,0,0,4,0,2,2,0,0,4,10,0,nan,2,12,1,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0,12,34,FALSE,Paid Search,campaign(adwords),0,nan,nan,nan,TRUE,FALSE,FALSE,TRUE,FALSE,0,monthly_59_basicpro,FALSE,2016,8,FALSE
1382,588,0,1,3,1,United States,Electrical Contractor,Trade,1,1,1336,818,119,107,0,0,0,5,31,0,9,61,42,2,0,100,1.633,11.227,12.486,0.612,6.874,7.645,0.089,0.145,1.112,0.08,0.131,0.899,562,1,FALSE,Organic Search,organic(google),,1,0,nan,TRUE,FALSE,TRUE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2015,8,TRUE
2265,42,18,18,10,nan,Canada,Residential Cleaning,Cleaning,1,1,6,6,1,0,0,0,0,0,4,0,nan,11,21,0,0,100,1,6,0,1,6,0,0.167,0.167,0,0,0,0,nan,4,FALSE,Unknown,-,0,nan,nan,nan,FALSE,TRUE,FALSE,FALSE,FALSE,77,monthly_59_basicpro,FALSE,2016,2,FALSE
566,263,56,70,56,83,United States,Residential Cleaning,Cleaning,21,4,371,207,394,78,1,0,0,11,26,0,nan,61,42,3,0,19.04761905,1.792,0.942,4.756,0.558,0.525,2.654,1.062,1.903,5.051,0.21,0.377,0.198,108,50,FALSE,Paid Search,campaign(adwords),,71,56,nan,TRUE,FALSE,TRUE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,1,FALSE
1505,315,128,113,125,148,United States,Lawn Care & Lawn Maintenance,Green Industry,6,6,104,10800,103,5,1,0,1,11,32,1,nan,54,78,12,0,100,0.01,1.01,20.8,103.846,104.854,2160,0.99,0.01,20.6,0.048,0,0.049,220,16,FALSE,Organic Search,organic(google),20,113,108,125,FALSE,TRUE,TRUE,FALSE,FALSE,71,jobber_basic_subscription_39,FALSE,2015,9,FALSE
1963,719,46,1,0,66,Canada,Pool and Spa Service,Other,4,4,416,553,2295,74,1,0,1,18,51,0,9,61,43,24,13,100,0.752,0.181,5.622,1.329,0.241,7.473,5.517,4.15,31.014,0.178,0.134,0.032,423,2,FALSE,Paid Listing,campaign(getapp|get_app),,6,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,62,jobber_basic_subscription_39,FALSE,2016,1,TRUE
1554,344,132,125,126,173,United States,Carpet Cleaning,Cleaning,5,2,492,1154,376,2,2,2,3,25,46,1,9,7,12,4,0,40,0.426,1.309,246,2.346,3.069,577,0.764,0.326,188,0.004,0.002,0.005,12,13,FALSE,Paid Listing,campaign(getapp|get_app),40,132,126,nan,TRUE,TRUE,TRUE,FALSE,FALSE,48,jobber_basic_subscription_39,FALSE,2015,10,FALSE
1074,105,61,15,51,15,United States,Commercial Cleaning,Cleaning,4,0,5,14,8,9,3,0,0,9,17,0,nan,50,28,1,0,0,0.357,0.625,0.556,2.8,1.75,1.556,1.6,0.571,0.889,1.8,0.643,1.125,40,15,FALSE,Direct,direct,30,nan,61,nan,FALSE,FALSE,FALSE,TRUE,FALSE,66,jobber_basic_subscription_39,FALSE,2015,5,FALSE
1492,132,0,0,nan,nan,United States,Residential Cleaning,Cleaning,38,15,735,1003,0,0,2,4,1,14,25,0,7,7,0,5,0,39.47368421,0.733,0,0,1.365,0,0,0,0,0,0,0,0,0,1,FALSE,Direct,direct,90,8,nan,nan,FALSE,FALSE,TRUE,FALSE,FALSE,66,annual_39_basicpro,TRUE,2015,9,TRUE
338,165,14,16,nan,163,United States,Commercial Cleaning,Cleaning,11,4,48,310,0,1,16,0,3,46,53,0,nan,2,17,4,0,36.36363636,0.155,0,48,6.458,0,310,0,0,0,0.021,0.003,0,17,5,FALSE,Unknown,-,,nan,nan,nan,FALSE,TRUE,FALSE,TRUE,FALSE,57,jobber_basic_subscription_39,FALSE,2014,11,TRUE
1156,449,1,1,1,271,Other,Residential Cleaning,Cleaning,5,0,103,129,258,16,1,1,0,3,23,0,nan,1,17,6,0,0,0.798,0.399,6.438,1.252,0.5,8.063,2.505,2,16.125,0.155,0.124,0.062,17,5,FALSE,Direct,direct,,376,9,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,10,TRUE
1178,589,77,156,77,410,United States,Plumbing,Trade,0,0,62,27,70,11,2,0,0,4,23,0,nan,61,43,1,0,0,2.296,0.886,5.636,0.435,0.386,2.455,1.129,2.593,6.364,0.177,0.407,0.157,561,80,TRUE,Unknown,-,0,nan,331,nan,FALSE,TRUE,TRUE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2016,6,FALSE
77,199,11,116,47,144,United States,Residential Cleaning,Cleaning,3,3,111,373,20,5,0,0,1,15,24,0,nan,61,38,1,1,100,0.298,5.55,22.2,3.36,18.65,74.6,0.18,0.054,4,0.045,0.013,0.25,81,5,FALSE,Paid Listing,campaign(capterra|capterra_maid_services),,196,129,nan,TRUE,TRUE,FALSE,TRUE,FALSE,62,jobber_basic_subscription_39,FALSE,2014,9,TRUE
807,462,354,7,7,131,United States,Lawn Care & Lawn Maintenance,Green Industry,1,0,124,149,559,6,3,0,0,20,46,1,4,61,42,5,3,0,0.832,0.222,20.667,1.202,0.267,24.833,4.508,3.752,93.167,0.048,0.04,0.011,196,4,FALSE,Organic Search,organic(google),70,462,4,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2016,1,TRUE
1097,762,2,2,11,54,United States,Lawn Care & Lawn Maintenance,Green Industry,17,6,522,624,986,38,2,1,0,17,57,2,nan,2,16,2,1,35.29411765,0.837,0.529,13.737,1.195,0.633,16.421,1.889,1.58,25.947,0.073,0.061,0.039,16,1,FALSE,Unknown,-,,21,11,12,TRUE,FALSE,TRUE,TRUE,FALSE,58,jobber_basic_subscription_39,FALSE,2016,6,TRUE
859,224,nan,5,0,nan,United States,Marketing/Signs,Bad Fit,5,5,0,40,4,0,3,0,0,8,18,0,nan,61,38,2,0,100,0,0,0,0,10,0,0,0.1,0,0,0,0,147,0,FALSE,Intuit,campaign(intuit_appcenter|try_buy),,0,nan,nan,TRUE,FALSE,TRUE,FALSE,FALSE,80,jobber_basic_subscription_39,FALSE,2015,3,TRUE
1034,701,43,39,43,39,Other,Roofing Service,Other,5,0,99,304,97,297,4,0,0,15,45,1,nan,61,43,3,0,0,0.326,1.021,0.333,3.071,3.134,1.024,0.98,0.319,0.327,3,0.977,3.062,47,31,FALSE,Paid Search,campaign(adwords),,701,43,nan,TRUE,FALSE,FALSE,TRUE,FALSE,34,base_plan_usd,FALSE,2015,7,FALSE
1105,162,39,73,nan,nan,United States,Electrical Contractor,Trade,4,4,59,322,0,0,3,0,2,10,19,0,nan,52,23,1,0,100,0.183,0,0,5.458,0,0,0,0,0,0,0,0,112,14,FALSE,Organic Search,organic(google),50,157,nan,nan,TRUE,FALSE,TRUE,TRUE,FALSE,89,jobber_basic_subscription_39,FALSE,2015,5,FALSE
409,287,109,117,109,109,United States,Pool and Spa Service,Other,0,0,141,140,169,17,4,0,1,10,24,0,nan,52,8,3,2,0,1.007,0.834,8.294,0.993,0.828,8.235,1.199,1.207,9.941,0.121,0.121,0.101,179,109,FALSE,Paid Search,campaign(adwords),,nan,149,149,FALSE,TRUE,FALSE,TRUE,FALSE,44,jobber_basic_subscription_39,FALSE,2014,11,FALSE
1578,377,51,66,52,142,United States,Lawn Care & Lawn Maintenance,Green Industry,4,4,2,491,96,10,1,0,2,12,34,2,nan,61,43,3,1,100,0.004,0.021,0.2,245.5,5.115,49.1,48,0.196,9.6,5,0.02,0.104,88,9,FALSE,Paid Listing,campaign(capterra|capterra_landscape),,201,87,87,TRUE,TRUE,TRUE,TRUE,FALSE,66,jobber_basic_subscription_39,FALSE,2015,9,FALSE
461,73,3,15,16,14,Canada,Junk Removal,Other,1,0,100,36,13,16,3,0,0,19,25,0,nan,50,4,6,0,0,2.778,7.692,6.25,0.36,2.769,2.25,0.13,0.361,0.813,0.16,0.444,1.231,8,3,FALSE,Social,linked_by(l.facebook.com),70,40,16,nan,FALSE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2014,12,FALSE
128,141,47,46,47,nan,United States,Pest Control,Other,0,0,1,2,2,0,3,0,0,15,21,0,nan,2,0,1,0,0,0.5,0.5,0,2,1,0,2,1,0,0,0,0,0,17,FALSE,Unknown,-,,nan,nan,nan,FALSE,TRUE,FALSE,TRUE,FALSE,0,jobber_basic_subscription_39,FALSE,2014,10,FALSE
797,551,33,2,48,50,United States,Residential Cleaning,Cleaning,41,8,1204,1088,3488,27,7,1,3,21,50,0,8,7,25,26,4,19.51219512,1.107,0.345,44.593,0.904,0.312,40.296,2.897,3.206,129.185,0.022,0.025,0.008,25,8,FALSE,Unknown,-,,8,36,75,TRUE,FALSE,TRUE,TRUE,FALSE,94,jobber_basic_subscription_39,FALSE,2015,12,FALSE
920,438,129,129,127,128,United States,Pressure Washing Service,Cleaning,6,2,544,3131,540,685,1,0,0,4,24,1,nan,54,24,8,0,33.33333333,0.174,1.007,0.794,5.756,5.798,4.571,0.993,0.172,0.788,1.259,0.219,1.269,313,5,FALSE,Organic Search,organic(google),,18,54,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,4,TRUE
2002,958,63,4,3,65,United States,Lawn Care & Lawn Maintenance,Green Industry,8,2,141,286,1324,166,8,1,0,22,57,2,0,61,42,5,3,25,0.493,0.106,0.849,2.028,0.216,1.723,9.39,4.629,7.976,1.177,0.58,0.125,96,2,FALSE,Direct,direct,,580,3,nan,TRUE,FALSE,FALSE,TRUE,FALSE,38,base_plan_usd,FALSE,2015,12,TRUE
2553,804,738,738,797,nan,Other,Residential Cleaning,Cleaning,5,2,63,45,3,0,0,0,0,9,37,0,nan,61,43,3,1,40,1.4,21,0,0.714,15,0,0.048,0.067,0,0,0,0,678,688,FALSE,Direct,direct,,770,797,nan,TRUE,TRUE,FALSE,TRUE,FALSE,44,jobber_basic_subscription_39,FALSE,2016,4,FALSE
755,303,38,17,17,38,United States,Lawn Care & Lawn Maintenance,Green Industry,1,1,4,31,12,10,3,0,0,11,28,0,nan,54,41,4,3,100,0.129,0.333,0.4,7.75,2.583,3.1,3,0.387,1.2,2.5,0.323,0.833,53,10,FALSE,Paid Search,campaign(adwords),70,281,36,nan,FALSE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,8,FALSE
2935,352,253,52,14,71,United States,Lawn Care & Lawn Maintenance,Green Industry,0,0,26,29,100,2,7,0,0,11,30,1,9,61,43,0,0,0,0.897,0.26,13,1.115,0.29,14.5,3.846,3.448,50,0.077,0.069,0.02,262,14,TRUE,Paid Listing,campaign(capterra|capterra_landscape),60,nan,14,nan,TRUE,TRUE,FALSE,TRUE,FALSE,59,monthly_59_basicpro,FALSE,2016,6,TRUE
943,65,13,13,13,nan,Canada,Residential Cleaning,Cleaning,8,2,7,7,2,0,7,0,1,13,19,0,nan,2,6,0,0,25,1,3.5,0,1,3.5,0,0.286,0.286,0,0,0,0,6,13,TRUE,Paid Listing,campaign(getapp|get_app),80,nan,13,nan,TRUE,FALSE,FALSE,TRUE,FALSE,116,jobber_basic_subscription_39,FALSE,2015,4,FALSE
1552,423,2,2,1,nan,Canada,Residential Cleaning,Cleaning,64,61,930,624,2302,0,9,51,0,69,131,0,nan,7,31,12,0,95.3125,1.49,0.404,0,0.671,0.271,0,2.475,3.689,0,0,0,0,31,4,FALSE,Paid Listing,campaign(capterra|capterra_field_service_management),120,1,1,nan,TRUE,TRUE,TRUE,FALSE,FALSE,179,jobber_basic_subscription_39,FALSE,2016,6,TRUE
2598,1090,258,156,47,5,United States,Lawn Care & Lawn Maintenance,Green Industry,3,0,25,106,99,82,5,0,0,10,53,1,nan,61,43,4,3,0,0.236,0.253,0.305,4.24,1.071,1.293,3.96,0.934,1.207,3.28,0.774,0.828,381,5,FALSE,Organic Search,organic(google),,1088,5,nan,FALSE,FALSE,TRUE,TRUE,FALSE,38,base_plan_usd,FALSE,2016,4,FALSE
830,110,2,3,4,19,Other,Electrical Contractor,Trade,5,3,88,315,73,11,1,0,1,39,47,0,10,2,1,4,0,60,0.279,1.205,8,3.58,4.315,28.636,0.83,0.232,6.636,0.125,0.035,0.151,1,5,FALSE,Direct,direct,40,2,2,nan,TRUE,TRUE,FALSE,TRUE,FALSE,71,jobber_basic_subscription_39,FALSE,2015,3,TRUE
19,164,2,8,2,3,United States,Lawn Care & Lawn Maintenance,Green Industry,3,2,115,149,262,43,6,0,0,14,22,0,nan,1,21,4,3,66.66666667,0.772,0.439,2.674,1.296,0.569,3.465,2.278,1.758,6.093,0.374,0.289,0.164,21,3,FALSE,Direct,direct,,70,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,58,jobber_basic_subscription_39,FALSE,2014,9,TRUE
536,555,3,30,12,nan,Canada,Residential Cleaning,Cleaning,11,8,413,106,219,0,4,0,0,11,43,4,10,2,33,2,0,72.72727273,3.896,1.886,0,0.257,0.484,0,0.53,2.066,0,0,0,0,33,1,FALSE,Organic Search,organic(bing),,43,47,nan,FALSE,TRUE,TRUE,TRUE,FALSE,47,base_plan_usd,FALSE,2015,1,TRUE
1556,129,1,5,0,nan,United States,"Door, Glass, or Blind Installation",Other,27,21,1944,27,1515,0,7,10,1,28,44,0,nan,7,7,11,2,77.77777778,72,1.283,0,0.014,0.018,0,0.779,56.111,0,0,0,0,7,0,FALSE,Organic Search,organic(google),80,129,5,nan,TRUE,FALSE,FALSE,TRUE,FALSE,147,annual_39,TRUE,2015,11,FALSE
198,221,nan,0,nan,nan,United States,Plumbing,Trade,11,1,0,233,0,0,0,0,0,8,19,0,nan,52,12,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,131,3,FALSE,Paid Search,campaign(adwords),,8,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2014,12,TRUE
193,712,60,68,59,64,United States,Pest Control,Other,1,1,109,466,178,21,9,0,0,14,51,1,nan,8,15,6,0,100,0.234,0.612,5.19,4.275,2.618,22.19,1.633,0.382,8.476,0.193,0.045,0.118,16,5,FALSE,Paid Listing,campaign(capterra|capterra_field_service_management),90,35,179,242,FALSE,TRUE,FALSE,TRUE,FALSE,44,jobber_basic_subscription_39,FALSE,2016,1,FALSE
1848,290,55,4,4,45,United States,Lawn Care & Lawn Maintenance,Green Industry,6,3,130,316,519,26,2,0,0,8,25,0,nan,54,31,5,3,50,0.411,0.25,5,2.431,0.609,12.154,3.992,1.642,19.962,0.2,0.082,0.05,231,0,FALSE,Direct,direct,110,171,12,nan,TRUE,FALSE,TRUE,FALSE,FALSE,57,jobber_basic_subscription_39,FALSE,2015,11,TRUE
316,76,42,42,nan,42,United States,Electrical Contractor,Trade,1,0,1,3,0,2,0,0,0,4,7,0,nan,2,26,1,0,0,0.333,0,0.5,3,0,1.5,0,0,0,2,0.667,0,26,42,FALSE,Paid Search,campaign(adwords),10,76,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2014,11,FALSE
69,134,16,83,16,106,United States,Computers & IT,Hi Tech,1,0,40,37,48,6,0,0,0,9,15,0,nan,61,43,0,0,0,1.081,0.833,6.667,0.925,0.771,6.167,1.2,1.297,8,0.15,0.162,0.125,53,9,FALSE,Paid Search,campaign(adwords|videoremarketing),,30,30,nan,FALSE,TRUE,TRUE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2014,9,FALSE
3098,709,2,18,10,18,United States,Commercial Cleaning,Cleaning,50,39,2528,101,2337,104,21,9,1,41,96,1,nan,56,12,32,7,78,25.03,1.082,24.308,0.04,0.043,0.971,0.924,23.139,22.471,0.041,1.03,0.045,18,5,FALSE,Organic Search,organic(google),110,82,2,54,TRUE,TRUE,TRUE,TRUE,FALSE,130,jobber_basic_subscription_39,FALSE,2016,8,TRUE
2212,55,4,4,4,34,United States,HVAC,Trade,2,1,18,15,17,1,8,3,0,14,20,0,nan,7,5,0,0,50,1.2,1.059,18,0.833,0.882,15,0.944,1.133,17,0.056,0.067,0.059,5,6,TRUE,Organic Search,organic(google),90,36,1,nan,TRUE,FALSE,FALSE,TRUE,FALSE,48,annual_39_basicpro,TRUE,2016,2,TRUE
1800,127,97,56,21,56,United States,Window Washing,Cleaning,0,0,31,134,55,3,7,0,0,15,24,1,nan,50,51,0,0,0,0.231,0.564,10.333,4.323,2.436,44.667,1.774,0.41,18.333,0.097,0.022,0.055,79,2,TRUE,Direct,direct,70,118,63,nan,FALSE,TRUE,FALSE,TRUE,FALSE,59,monthly_59_basicpro,FALSE,2015,11,FALSE
1554,316,104,97,98,145,United States,Carpet Cleaning,Cleaning,5,2,492,1154,376,2,2,0,3,22,41,1,9,61,43,4,0,40,0.426,1.309,246,2.346,3.069,577,0.764,0.326,188,0.004,0.002,0.005,153,4,FALSE,Paid Listing,campaign(getapp|get_app),40,104,98,nan,TRUE,TRUE,TRUE,FALSE,FALSE,48,jobber_basic_subscription_39,FALSE,2015,9,TRUE
1555,630,12,61,12,196,Other,Commercial Cleaning,Cleaning,6,6,560,136,1609,48,0,0,0,39,66,1,nan,61,43,4,0,100,4.118,0.348,11.667,0.243,0.085,2.833,2.873,11.831,33.521,0.086,0.353,0.03,518,0,FALSE,Unknown,-,,630,14,14,FALSE,TRUE,TRUE,TRUE,FALSE,53,jobber_basic_subscription_39,FALSE,2016,2,TRUE
2057,146,114,146,138,103,United States,Construction & Contracting,Trade,6,6,56,1,1,8,5,4,1,14,24,0,nan,61,42,0,0,100,56,56,7,0.018,1,0.125,0.018,1,0.125,0.143,8,8,98,27,TRUE,Organic Search,organic(google),80,120,nan,nan,TRUE,TRUE,FALSE,TRUE,FALSE,91,monthly_59,FALSE,2016,1,FALSE
679,1115,22,3,22,0,Other,HVAC,Trade,2,0,6,175,1,478,1,0,0,4,45,1,nan,61,43,4,0,0,0.034,6,0.013,29.167,175,0.366,0.167,0.006,0.002,79.667,2.731,478,53,4,FALSE,Internal,linked_by(getjobber.com),,22,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,29,base_plan_usd,FALSE,2016,2,TRUE
3059,97,74,72,74,72,United States,Residential Cleaning,Cleaning,2,2,6,9,2,6,4,3,1,10,21,0,nan,1,16,21,0,100,0.667,3,1,1.5,4.5,1.5,0.333,0.222,0.333,1,0.667,3,16,29,TRUE,Unknown,-,80,96,74,nan,TRUE,TRUE,FALSE,TRUE,FALSE,68,monthly_59_basicpro,FALSE,2016,8,FALSE
478,229,7,7,6,32,United States,Lawn Care & Lawn Maintenance,Green Industry,1,1,21,122,60,2,3,0,0,8,12,1,nan,0,12,4,3,100,0.172,0.35,10.5,5.81,2.033,61,2.857,0.492,30,0.095,0.016,0.033,19,7,FALSE,Unknown,-,10,229,8,nan,FALSE,TRUE,FALSE,TRUE,FALSE,48,jobber_basic_subscription_39,FALSE,2015,1,TRUE
1395,448,0,0,0,0,Canada,Roofing Service,Other,0,0,32,21,35,53,0,0,0,4,23,0,nan,61,38,1,0,0,1.524,0.914,0.604,0.656,0.6,0.396,1.094,1.667,0.66,1.656,2.524,1.514,377,0,FALSE,Organic Search,organic(google),,426,272,nan,FALSE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,9,TRUE
559,133,132,132,nan,nan,United States,Renovations,Other,16,0,1,315,0,0,0,0,0,5,11,0,nan,61,42,8,0,0,0.003,0,0,315,0,0,0,0,0,0,0,0,117,133,FALSE,Organic Search,organic(google),,132,nan,nan,TRUE,FALSE,TRUE,TRUE,FALSE,53,jobber_basic_subscription_39,FALSE,2015,1,FALSE
1829,194,1,2,1,7,Canada,HVAC,Trade,13,5,446,428,279,77,8,0,1,17,28,0,nan,52,30,2,0,38.46153846,1.042,1.599,5.792,0.96,1.534,5.558,0.626,0.652,3.623,0.173,0.18,0.276,114,2,FALSE,Paid Listing,campaign(GetApp|Scheduling),80,33,0,nan,TRUE,TRUE,FALSE,TRUE,FALSE,66,jobber_basic_subscription_39,FALSE,2015,11,TRUE
3332,104,47,41,nan,35,Other,Security and Alarm,Hi Tech,23,7,6,6,0,10,0,13,0,13,23,0,nan,50,27,1,0,30.43478261,1,0,0.6,1,0,0.6,0,0,0,1.667,1.667,0,58,22,FALSE,Internal,linked_by(getjobber.com),50,43,nan,nan,TRUE,FALSE,FALSE,TRUE,FALSE,59,monthly_59_basicpro,FALSE,2016,8,FALSE
1628,647,nan,144,144,nan,United States,Lawn Care & Lawn Maintenance,Green Industry,0,0,0,11,1,0,0,3,1,9,21,1,nan,50,42,0,0,0,0,0,0,0,11,0,0,0.091,0,0,0,0,43,43,FALSE,Organic Search,organic(google),20,nan,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,64,monthly_59_basicpro,FALSE,2016,2,FALSE
1173,118,nan,118,nan,nan,United States,Other,Other,8,1,0,5,0,0,2,0,0,5,14,0,nan,2,43,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,43,26,FALSE,Direct,direct,10,104,nan,nan,FALSE,FALSE,FALSE,FALSE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,6,FALSE
1881,226,0,0,0,4,Canada,Residential Cleaning,Cleaning,18,12,144,149,440,171,2,18,1,33,61,0,10,7,5,3,0,66.66666667,0.966,0.327,0.842,1.035,0.339,0.871,3.056,2.953,2.573,1.188,1.148,0.389,5,5,FALSE,Organic Search,organic(google),70,3,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,118,monthly_59_basicpro,FALSE,2015,11,TRUE
2559,133,46,46,46,60,United States,Window Washing,Cleaning,6,2,1015,1032,19,3,2,52,0,57,77,7,nan,61,43,12,0,33.33333333,0.984,53.421,338.333,1.017,54.316,344,0.019,0.018,6.333,0.003,0.003,0.158,46,15,FALSE,Direct,direct,70,48,43,nan,FALSE,FALSE,FALSE,TRUE,FALSE,59,monthly_59_basicpro,FALSE,2016,4,FALSE
2092,377,346,150,150,377,United States,Arborist / Tree Care,Green Industry,5,1,31,7,106,3,2,0,0,8,26,0,nan,61,43,1,0,20,4.429,0.292,10.333,0.226,0.066,2.333,3.419,15.143,35.333,0.097,0.429,0.028,311,36,FALSE,Paid Search,campaign(adwords),100,377,287,nan,TRUE,FALSE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2016,1,FALSE
2868,396,369,369,378,nan,United States,Residential Cleaning,Cleaning,8,8,35,23,1,0,3,0,1,9,16,0,nan,8,300,3,0,100,1.522,35,0,0.657,23,0,0.029,0.043,0,0,0,0,331,300,TRUE,Unknown,-,20,nan,nan,nan,TRUE,TRUE,FALSE,TRUE,FALSE,0,annual_39,TRUE,2016,6,FALSE
3298,224,nan,224,nan,nan,United States,Construction & Contracting,Trade,14,0,0,1,0,0,0,3,0,6,20,0,nan,61,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,FALSE,Organic Search,organic(google),0,nan,nan,nan,FALSE,FALSE,FALSE,TRUE,FALSE,68,monthly_59_basicpro,FALSE,2016,8,FALSE
745,379,1,19,1,1,United States,Pool and Spa Service,Other,0,0,53,133,62,143,0,0,0,3,19,0,nan,61,43,3,2,0,0.398,0.855,0.371,2.509,2.145,0.93,1.17,0.466,0.434,2.698,1.075,2.306,267,2,FALSE,Referral,linked_by(lawnsite.com),,336,14,57,FALSE,FALSE,TRUE,TRUE,FALSE,53,jobber_basic_subscription_39,FALSE,2015,2,TRUE
876,651,14,0,13,14,Other,Pest Control,Other,1,1,173,179,127,36,2,0,0,11,37,1,nan,54,12,5,0,100,0.966,1.362,4.806,1.035,1.409,4.972,0.734,0.709,3.528,0.208,0.201,0.283,623,7,FALSE,Organic Search,organic(bing),,371,13,nan,FALSE,TRUE,FALSE,TRUE,FALSE,41,base_plan_usd,FALSE,2015,4,TRUE
1838,711,25,25,25,25,Other,Moving Company,Bad Fit,4,2,508,1136,161,989,1,10,0,13,44,0,4,61,43,2,0,50,0.447,3.155,0.514,2.236,7.056,1.149,0.317,0.142,0.163,1.947,0.871,6.143,87,1,FALSE,Paid Listing,campaign(getapp|get_app),,253,150,nan,TRUE,TRUE,FALSE,TRUE,FALSE,39,jobber_basic_subscription_39,FALSE,2015,11,FALSE
